,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_function_words,0.7261904761904762,0.6507246376811594,0.2690397714787959,0.2604219695684145
0,exclude_function_words,0.7619047619047619,0.7002166666666667,0.568268512414854,0.6120191935608699
0,exclude_function_words,0.6964285714285714,0.4101046012810719,0.3800153812348934,0.33119245674228026
0,exclude_function_words,0.7321428571428571,0.7054869186046512,0.5167106130520764,0.5164840182648403
0,exclude_function_words,0.7619047619047619,0.44750223015165036,0.46905515271368936,0.44317629655366647
0,exclude_function_words,0.7619047619047619,0.6511099412125998,0.5469940672379697,0.5786086640632095
0,exclude_function_words,0.7797619047619048,0.6883089133089133,0.6339178202592837,0.6258500363544761
0,exclude_function_words,0.6964285714285714,0.4060606060606061,0.4956317292902659,0.4070419394852952
0,exclude_function_words,0.7678571428571429,0.5307317073170731,0.5669940672379697,0.5247051540009287
0,exclude_function_words,0.7559523809523809,0.5998517832329783,0.5331465611953417,0.5464425770308122
