,experiment_type,test/acc,test/precision,test/recall,test/f1
0,latter-only,0.7916666666666666,0.5729319955406912,0.5487958690397715,0.5480827327655238
0,latter-only,0.7976190476190477,0.7718466898954703,0.7895429575917381,0.7586235986235985
0,latter-only,0.7857142857142857,0.8290164086400296,0.6387958690397715,0.656656795585367
0,latter-only,0.7857142857142857,0.6434920634920636,0.6180246099758294,0.6022454595487067
0,latter-only,0.7797619047619048,0.732330827067669,0.6008415732805976,0.621059884941429
0,latter-only,0.7916666666666666,0.7769097222222222,0.5577807075368051,0.5376292974697691
0,latter-only,0.7559523809523809,0.6126392623895505,0.524161722698308,0.5233486943164363
0,latter-only,0.7976190476190477,0.741483942414175,0.6685519666007471,0.6267676767676768
0,latter-only,0.8035714285714286,0.6974573643410852,0.6716282135794331,0.6622727272727273
0,latter-only,0.7916666666666666,0.6218521062271062,0.598551966600747,0.5716140376204073
