,experiment_type,test/acc,test/precision,test/recall,test/f1
0,convert_all_words_to_dummy,0.6726190476190477,0.5115440115440115,0.23410678971654586,0.22654088050314466
0,convert_all_words_to_dummy,0.7023809523809523,0.7363219481340924,0.27387826851241487,0.28094303357461253
0,convert_all_words_to_dummy,0.6726190476190477,0.40515350877192985,0.23718303669523183,0.23380682497548846
0,convert_all_words_to_dummy,0.6845238095238095,0.5426241134751772,0.2592441221709515,0.2665223665223665
0,convert_all_words_to_dummy,0.6785714285714286,0.5892068369502592,0.2577016040430674,0.2459520393523263
0,convert_all_words_to_dummy,0.6845238095238095,0.6229559748427673,0.23771039332014943,0.2341092080222515
0,convert_all_words_to_dummy,0.6904761904761905,0.7352941176470589,0.24874093605800923,0.2509090909090909
0,convert_all_words_to_dummy,0.6845238095238095,0.6379532634971797,0.34821357943309167,0.3882935080036918
0,convert_all_words_to_dummy,0.6428571428571429,0.2727272727272727,0.23150955833882664,0.22288955622288956
0,convert_all_words_to_dummy,0.6785714285714286,0.5498949579831933,0.26359481432652165,0.2736692750422728
