,experiment_type,test/acc,test/precision,test/recall,test/f1
0,former-only,0.8035714285714286,0.7841491982713357,0.5521555702043507,0.5339216932799821
0,former-only,0.7976190476190477,0.7024390243902439,0.624704460558119,0.6309824109824109
0,former-only,0.8035714285714286,0.6662284869601943,0.5013843111404087,0.5103474515239221
0,former-only,0.7857142857142857,0.71,0.6177653263019117,0.6273037451685992
0,former-only,0.7678571428571429,0.6387166236003445,0.5821160184574818,0.5807142857142857
0,former-only,0.7797619047619048,0.6625991229124113,0.5121313996923753,0.49296786806188325
0,former-only,0.8214285714285714,0.764336917562724,0.4947440123049879,0.5262835037303122
0,former-only,0.8214285714285714,0.7788095238095238,0.6562623599208965,0.6864673046251993
0,former-only,0.7797619047619048,0.62051912568306,0.6131465611953416,0.5930797420973211
0,former-only,0.8154761904761905,0.7620333333333333,0.7101098659635244,0.687544903049895
