,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_koso,0.8392857142857143,0.8515482695810566,0.7478202592836739,0.7627534697062595
0,exclude_koso,0.8214285714285714,0.8747772657450076,0.6580641617226983,0.7117413213885778
0,exclude_koso,0.8690476190476191,0.8656259292298543,0.8024544056251373,0.8134168528944936
0,exclude_koso,0.8571428571428571,0.9256097560975609,0.6763019116677653,0.762970362970363
0,exclude_koso,0.8392857142857143,0.7762672811059907,0.6616677653263019,0.6989451476793248
0,exclude_koso,0.8452380952380952,0.7812,0.6998659635245001,0.7312730821619647
0,exclude_koso,0.875,0.8697511070392426,0.8224544056251373,0.8300052409274089
0,exclude_koso,0.8809523809523809,0.8763725490196078,0.8393781586464513,0.8438210678210678
0,exclude_koso,0.8452380952380952,0.8062994350282485,0.7406526038233354,0.7289236823880201
0,exclude_koso,0.8571428571428571,0.8133333333333332,0.7839727532410459,0.753307511202248
