,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_content_words,0.7738095238095238,0.5055253623188406,0.4311250274664909,0.38818223714530253
0,exclude_content_words,0.7440476190476191,0.7237542904485739,0.4431311799604483,0.4292671845895234
0,exclude_content_words,0.7380952380952381,0.700254261229871,0.45081740276862226,0.42237762237762233
0,exclude_content_words,0.7559523809523809,0.7387522943612072,0.5192836739178203,0.4796856906534326
0,exclude_content_words,0.7738095238095238,0.7412329272794389,0.5249483629971434,0.47901895206243034
0,exclude_content_words,0.7559523809523809,0.7387522943612072,0.5192836739178203,0.4796856906534326
0,exclude_content_words,0.7738095238095238,0.7412329272794389,0.5249483629971434,0.47901895206243034
0,exclude_content_words,0.7559523809523809,0.7387522943612072,0.5192836739178203,0.4796856906534326
0,exclude_content_words,0.7738095238095238,0.7412329272794389,0.5249483629971434,0.47901895206243034
0,exclude_content_words,0.7559523809523809,0.7387522943612072,0.5192836739178203,0.4796856906534326
