,experiment_type,test/acc,test/precision,test/recall,test/f1
0,convert_content_words_to_dummy,0.7738095238095238,0.7044611528822056,0.4557196220610855,0.4727258533815911
0,convert_content_words_to_dummy,0.8035714285714286,0.8468075927523728,0.6144605581190946,0.6757007855149866
0,convert_content_words_to_dummy,0.7559523809523809,0.713,0.5754361678751923,0.5886314239011334
0,convert_content_words_to_dummy,0.75,0.6459935897435897,0.5387563172929026,0.4965953824874987
0,convert_content_words_to_dummy,0.7678571428571429,0.7325367647058824,0.42982641177763126,0.45272524407252446
0,convert_content_words_to_dummy,0.7797619047619048,0.6805827505827506,0.5405976708415732,0.5647909550065437
0,convert_content_words_to_dummy,0.7976190476190477,0.7982864450127878,0.5460030762469786,0.6051675663517768
0,convert_content_words_to_dummy,0.75,0.716330425299891,0.4754361678751923,0.4769621419423792
0,convert_content_words_to_dummy,0.7619047619047619,0.7071428571428572,0.41290265875631726,0.4133779019854969
0,convert_content_words_to_dummy,0.7559523809523809,0.5489718614718615,0.36879586903977146,0.3859762799376326
