,experiment_type,test/acc,test/precision,test/recall,test/f1
0,normal,0.8392857142857143,0.7223809523809523,0.6767897165458142,0.6789451476793248
0,normal,0.8392857142857143,0.8185758513931889,0.72089650626236,0.7376508897450009
0,normal,0.8571428571428571,0.8165188470066518,0.7714238628872775,0.7684892584892584
0,normal,0.8392857142857143,0.8676923076923078,0.8139573720061524,0.8139897861474624
0,normal,0.875,0.876485104882778,0.8496220610854758,0.8490376872080058
0,normal,0.8690476190476191,0.8739837398373982,0.844744012304988,0.8446533089676158
0,normal,0.8869047619047619,0.8768514276988852,0.829134256207427,0.8368801709464438
0,normal,0.8333333333333334,0.789064558629776,0.6839573720061525,0.7191297506656984
0,normal,0.8333333333333334,0.7961904761904762,0.6767897165458142,0.6663657497229593
0,normal,0.8452380952380952,0.8458452116988703,0.6996220610854758,0.7165201165201165
