,experiment_type,test/acc,test/precision,test/recall,test/f1
0,latter-only,0.7738095238095238,0.6858314148390484,0.5218721160184575,0.4923114318836245
0,latter-only,0.7440476190476191,0.6350538793103448,0.5449088112502747,0.5671328949990038
0,latter-only,0.75,0.721390977443609,0.5705581190947044,0.6094661622530475
0,latter-only,0.7619047619047619,0.699178145087236,0.6077411557899363,0.6328800271817948
0,latter-only,0.8154761904761905,0.6657904761904762,0.6031861129422105,0.6211712548471288
0,latter-only,0.7916666666666666,0.6993006993006993,0.5503537684025488,0.5687947455774985
0,latter-only,0.7738095238095238,0.6494210764360019,0.5839178202592836,0.5909977324263038
0,latter-only,0.7678571428571429,0.6038839451242121,0.5764667106130521,0.5742519419115164
0,latter-only,0.7976190476190477,0.7466921119592875,0.6352318171830367,0.6128843488527284
0,latter-only,0.7976190476190477,0.6645435652709359,0.5383080641617227,0.505717546052274
