,experiment_type,test/acc,test/precision,test/recall,test/f1
0,convert_content_words_to_dummy,0.6845238095238095,0.5353213665315576,0.4,0.27233830845771145
0,convert_content_words_to_dummy,0.7797619047619048,0.6840632603406326,0.46649088112502746,0.48311152241612315
0,convert_content_words_to_dummy,0.75,0.6653596403596403,0.5051768842012744,0.44016020573789494
0,convert_content_words_to_dummy,0.7738095238095238,0.6470666999928586,0.4828872775214239,0.4839455782312925
0,convert_content_words_to_dummy,0.8035714285714286,0.7586182336182337,0.537277521423863,0.5443511512488813
0,convert_content_words_to_dummy,0.6904761904761905,0.4636195110647665,0.4563963963963964,0.30353754404987804
0,convert_content_words_to_dummy,0.7559523809523809,0.7450354609929078,0.4467347835640519,0.45329169919333856
0,convert_content_words_to_dummy,0.7559523809523809,0.6633529411764706,0.4533904636343661,0.4772429378531073
0,convert_content_words_to_dummy,0.7857142857142857,0.6721782988004362,0.5677653263019117,0.5088058255411635
0,convert_content_words_to_dummy,0.7380952380952381,0.594700460829493,0.39978686003076247,0.42331840238895113
