,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_negation,0.8452380952380952,0.7462745098039215,0.737820259283674,0.7298354978354978
0,exclude_negation,0.8273809523809523,0.774483870967742,0.5749879147440123,0.5791337099811675
0,exclude_negation,0.8333333333333334,0.7090484363081617,0.46860689958250934,0.4917033388067871
0,exclude_negation,0.8214285714285714,0.7592447916666667,0.4885915183476158,0.5294065564553326
0,exclude_negation,0.8214285714285714,0.7850129198966408,0.5339727532410459,0.5414304993252361
0,exclude_negation,0.8452380952380952,0.6785287081339713,0.5419270490002198,0.5407830687830687
0,exclude_negation,0.8095238095238095,0.800843253968254,0.4701098659635245,0.5074544519787416
0,exclude_negation,0.8214285714285714,0.7261904761904762,0.5852318171830367,0.5714885501169156
0,exclude_negation,0.7857142857142857,0.6503080898429736,0.43881125027466494,0.4648120300751879
0,exclude_negation,0.8273809523809523,0.8190594925634297,0.6852318171830367,0.7255835667600372
