,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_negation,0.8333333333333334,0.7604208194905869,0.7639573720061524,0.7392533936651584
0,exclude_negation,0.8511904761904762,0.8494236111111111,0.8088354207866402,0.8095491295755555
0,exclude_negation,0.8273809523809523,0.7409722222222221,0.6670336189848386,0.6842825498400197
0,exclude_negation,0.8690476190476191,0.8289430894308942,0.8114238628872774,0.7815144259220481
0,exclude_negation,0.8333333333333334,0.7870833333333334,0.7821555702043508,0.7675208148429906
0,exclude_negation,0.8869047619047619,0.8736414206247325,0.8352867501647989,0.8388986814237891
0,exclude_negation,0.8630952380952381,0.895483870967742,0.7565458141067897,0.7985356695869837
0,exclude_negation,0.8690476190476191,0.8276930894308944,0.7963019116677653,0.7925605900948367
0,exclude_negation,0.8452380952380952,0.8603174603174603,0.8101098659635244,0.8173332983899853
0,exclude_negation,0.8392857142857143,0.806712962962963,0.6919116677653264,0.7371490297653231
