,experiment_type,test/acc,test/precision,test/recall,test/f1
0,normal,0.7976190476190477,0.6562499999999999,0.4965062623599209,0.505931905931906
0,normal,0.8095238095238095,0.7145833333333333,0.5247198417930126,0.5390169810361483
0,normal,0.8511904761904762,0.7800671550671551,0.537332454405625,0.5698289398194281
0,normal,0.8392857142857143,0.6489184826472962,0.6408965062623599,0.6388447100283459
0,normal,0.8571428571428571,0.8181282648194413,0.6175763568446495,0.6334931252322556
0,normal,0.8571428571428571,0.714159604519774,0.5873324544056251,0.5721081053832145
0,normal,0.8273809523809523,0.7639206712433257,0.5119270490002197,0.5353278598795841
0,normal,0.8511904761904762,0.7808262711864407,0.5524544056251373,0.5783627149711574
0,normal,0.8511904761904762,0.8997459349593496,0.5342562074269391,0.5934114665821982
0,normal,0.8095238095238095,0.7197376267143709,0.6703537684025489,0.6520220326936744
