,experiment_type,test/acc,test/precision,test/recall,test/f1
0,convert_function_words_to_dummy,0.7797619047619048,0.5859310344827586,0.5167501647989453,0.5081248318536454
0,convert_function_words_to_dummy,0.75,0.6338320610687023,0.5992836739178203,0.5610074773711137
0,convert_function_words_to_dummy,0.7619047619047619,0.5988235294117648,0.552887277521424,0.5438449212564829
0,convert_function_words_to_dummy,0.7619047619047619,0.5682491312483293,0.5439178202592837,0.5204761904761904
0,convert_function_words_to_dummy,0.7916666666666666,0.6141927083333333,0.5501098659635245,0.5129607764467625
0,convert_function_words_to_dummy,0.7797619047619048,0.5697069116360455,0.5739178202592836,0.5546964696809897
0,convert_function_words_to_dummy,0.7619047619047619,0.6645348837209302,0.3708569545154911,0.39948051948051944
0,convert_function_words_to_dummy,0.7619047619047619,0.5642051282051282,0.5321160184574818,0.5261930508403536
0,convert_function_words_to_dummy,0.75,0.6025308641975309,0.4208415732805976,0.37095343680709536
0,convert_function_words_to_dummy,0.7738095238095238,0.676173619890434,0.6554515491100856,0.6057816982214572
