,experiment_type,test/acc,test/precision,test/recall,test/f1
0,former-only,0.8154761904761905,0.82167325428195,0.6842012744451769,0.7102572016460906
0,former-only,0.8095238095238095,0.7865637065637066,0.7357350032959789,0.7455964325529543
0,former-only,0.8035714285714286,0.7597902097902098,0.6172775214238629,0.6554963278843875
0,former-only,0.8095238095238095,0.732962962962963,0.6811250274664908,0.6753371984539518
0,former-only,0.8273809523809523,0.9164122137404579,0.7288354207866402,0.7876187054052666
0,former-only,0.8333333333333334,0.7791397849462365,0.7580641617226983,0.7404255319148936
0,former-only,0.8333333333333334,0.7738728750923872,0.7429422105031861,0.713950763950764
0,former-only,0.7976190476190477,0.8432773109243697,0.6982926829268293,0.721063202035863
0,former-only,0.8392857142857143,0.8389331896551724,0.7385915183476158,0.7705220163379158
0,former-only,0.7976190476190477,0.7284821428571429,0.698551966600747,0.652322245700452
