,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_iru_aru_oku,0.8214285714285714,0.7597734562951083,0.5221709514392441,0.5541168449758758
0,exclude_iru_aru_oku,0.8333333333333334,0.8106299212598426,0.5798659635245001,0.5983765337120763
0,exclude_iru_aru_oku,0.8095238095238095,0.6728845226615237,0.5062623599208965,0.519368621840725
0,exclude_iru_aru_oku,0.8333333333333334,0.8060049019607843,0.54089650626236,0.5802277432712215
0,exclude_iru_aru_oku,0.8392857142857143,0.7257117080994386,0.5155306526038232,0.5345458359555275
0,exclude_iru_aru_oku,0.8392857142857143,0.7737059591126577,0.5245001098659635,0.5604773336658976
0,exclude_iru_aru_oku,0.8333333333333334,0.7679539295392954,0.5439727532410459,0.5690415062045358
0,exclude_iru_aru_oku,0.8511904761904762,0.7946428571428571,0.6426983080641617,0.6268315172959136
0,exclude_iru_aru_oku,0.8452380952380952,0.7623168498168499,0.5991100856954515,0.5922043010752688
0,exclude_iru_aru_oku,0.8154761904761905,0.7562929061784898,0.5052471984179301,0.5289523809523808
