,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_mo,0.8452380952380952,0.7722756410256411,0.6106526038233355,0.5940870695256659
0,exclude_mo,0.8333333333333334,0.8209677419354838,0.7049879147440123,0.7282387706855792
0,exclude_mo,0.8452380952380952,0.7819000786782062,0.6665458141067897,0.7012820512820512
0,exclude_mo,0.7916666666666666,0.7151898351415751,0.48855196660074707,0.5211951447245565
0,exclude_mo,0.8214285714285714,0.6752718825889558,0.5701098659635245,0.5447279290757552
0,exclude_mo,0.8333333333333334,0.7705882352941177,0.5257745550428478,0.5601660148761598
0,exclude_mo,0.8214285714285714,0.8148717948717948,0.6739573720061525,0.7003158481451661
0,exclude_mo,0.8273809523809523,0.7855774493705528,0.6049879147440123,0.578685955394816
0,exclude_mo,0.875,0.7727240896358544,0.6109360580092288,0.6103369094673442
0,exclude_mo,0.8273809523809523,0.7086611456176674,0.5839573720061525,0.5589662447257384
