,experiment_type,test/acc,test/precision,test/recall,test/f1
0,convert_connectives_to_dummy,0.8392857142857143,0.8000658571722576,0.730125247198418,0.7059523809523809
0,convert_connectives_to_dummy,0.8869047619047619,0.8822549019607843,0.8442562074269391,0.8491544011544011
0,convert_connectives_to_dummy,0.8511904761904762,0.7020765027322404,0.6747440123049879,0.6845360575469988
0,convert_connectives_to_dummy,0.8571428571428571,0.8738752688172042,0.7214238628872776,0.7541619585687381
0,convert_connectives_to_dummy,0.8333333333333334,0.7961038961038961,0.7790793232256646,0.7500437291603219
0,convert_connectives_to_dummy,0.8452380952380952,0.8458452116988703,0.6996220610854758,0.7165201165201165
0,convert_connectives_to_dummy,0.875,0.8541503267973856,0.7893781586464513,0.7963691045796308
0,convert_connectives_to_dummy,0.8452380952380952,0.8088322246858832,0.7647440123049879,0.7613744513744514
0,convert_connectives_to_dummy,0.8392857142857143,0.8148002333041703,0.7901098659635245,0.7839495798319328
0,convert_connectives_to_dummy,0.8571428571428571,0.8794910830795999,0.6642562074269391,0.7289372492777119
